sig_max_origin,sig_rms_origin,sig_max_neg,sig_rms_neg
-35.456684173129254,-53.4356910705333,-40.920701636810136,-52.46499255760047
-41.027019187976904,-51.26778455470088,-40.709282173216195,-51.626214901532485
-39.860026832321836,-51.08410323636595,-40.011546039553735,-50.71533941542231
-39.1418842974791,-50.9519375581732,-37.1294760092997,-49.43685677291818
-40.80544138348908,-51.342588192197844,-40.175988540826935,-52.207846238575
-40.50438074763285,-52.30543956839333,-39.38038986686853,-51.75218199727542
-34.073895282277135,-46.79534928379801,-36.879327186540614,-48.60461572995141
-38.29734887980758,-52.13798554175662,-39.494367093671706,-51.632046159872885
-39.1796808833966,-51.10145801755601,-43.21707671796205,-53.10813848659244
-36.967915159944624,-48.73354634407842,-36.3540615930763,-47.16818303963588
-36.58551622984704,-48.8707097061249,-36.59774611891554,-47.83919404696423
-35.86102942455359,-50.74241421378878,-40.59825192122083,-51.49920324048426
-37.551367252720354,-50.665892183887784,-40.87216711141848,-51.08669704001022
-34.09697328676917,-50.62534916059462,-42.823563793228516,-53.22354058341034
-33.07495073167025,-48.12838847697129,-39.90722117569353,-51.230961013531335
-33.00157397946245,-50.623166160809006,-40.21502410074035,-51.56526449753228
-36.983688199848544,-48.642105063669035,-34.9865412440824,-49.28235690499903
-34.18435355473882,-48.38426765096461,-38.64790839011644,-50.04896051596421
-36.129589900484554,-49.98867824301594,-40.22509039696032,-51.587904774903976
-29.392340656508846,-47.24383716601564,-31.18930931364519,-48.34909041115359
-30.947151071941374,-46.67507632921775,-36.338438595458754,-47.377479298393
-32.03136018019387,-45.653866510918775,-37.87335905072511,-49.154194570697896
-34.563001067617286,-50.7000382343755,-40.82688046457388,-52.74681032718155
-33.88217332750401,-47.847979486172505,-38.84726349129366,-49.91441682737094
-33.64167569307493,-47.83788302403076,-37.81503322034094,-50.573385428627034
-28.650334015237434,-46.12784204845945,-33.31335965392456,-48.15313109174965
-30.196737807997742,-47.26377911570461,-32.68451911890937,-48.97465697073126
-30.82436599681295,-48.566790996507066,-32.549856351314986,-47.479677224719985
-32.500479834883876,-48.86661350533732,-33.393764243692964,-49.51818485725706
-31.828110318692776,-48.16880066601271,-36.29938451932543,-51.39304342224336
-32.67134148762055,-48.29668400192343,-31.522268977006206,-47.72132241846033
-32.21355104333697,-48.72140665469065,-41.54545492658308,-52.13394749881199
-32.71497529682891,-48.390132763873375,-32.88987901575511,-48.51082065305636
-34.18064906367957,-47.86193309187656,-37.673373008482834,-49.16197684041305
-31.079662078070925,-45.13058996063333,-31.867386222434643,-48.22139485761219
-31.407362899967257,-46.32447153886494,-34.13025277882316,-47.053191733581144
-29.719461799032114,-47.12254155778851,-36.525656998475625,-50.03652864226622
-34.071202779985796,-48.73944809496014,-35.89399519117882,-48.7523334185839
-28.580101423166944,-46.806391650397536,-28.515663501985244,-46.92155027527818
-33.59116000045308,-47.09150847519066,-37.833254289214246,-49.64807822942622
-30.826553593243652,-47.50986997530476,-31.761267100722634,-47.395727935838195
-29.9783277154301,-45.55951515458648,-34.17400993064304,-48.272134064392205
-28.155632306590682,-43.743035720386274,-32.9329722332714,-47.02896213121356
-32.63649699170515,-47.01365585070076,-40.08187769181988,-50.709101788974394
-28.50731194675045,-45.31972526977328,-30.210360211901527,-45.50793076114747
-32.25788237837099,-47.20433152403669,-32.55758924066353,-47.79286356392218
-28.296907716272482,-45.49929348417492,-28.847625663208447,-46.64144389085838
-30.59122030232231,-47.146278275952426,-33.62371959733222,-48.41136229573203
-28.4622870206189,-44.84284324582557,-30.690425338664742,-45.708838299064254
-32.13874878548769,-46.83423836988752,-41.59892899738756,-51.52209977492202
-29.078265373891803,-47.08564487289017,-39.25298704743695,-49.721066024583926
-27.274921737628354,-44.872631506618035,-37.93002257532008,-49.53126613758708
-25.471518526493405,-45.82929258227996,-38.72198393584659,-49.8563630069384
-31.207402883607486,-48.52106045655874,-39.440972925577526,-49.98754985570105
-29.592643072052365,-45.32405147635948,-36.011506997211285,-47.80508140561648
-30.855023295497098,-44.94555666141855,-35.46932662336745,-49.46564129144142
-30.78651664031845,-46.766818560322235,-33.66847171827965,-48.24064140618444
-30.743471314366907,-45.04092908421859,-36.51617283514045,-47.018213867266866
-28.689617435690735,-45.62178977740858,-33.602533041221974,-48.67535727808432
-28.19734711439199,-45.84493788641754,-35.89136034444372,-49.5134287031069
-29.81990352457858,-44.720586159916536,-36.676916068344674,-49.02106771527347
-37.15932144038887,-60.97676616101051,-39.56294443878686,-59.8255767471628
-40.266795793583874,-58.324200901597095,-37.94918983575299,-60.10123362305754
-34.34770868362507,-55.244993820726265,-31.26164971961782,-54.98342149485573
-32.281636611295895,-49.36891667281862,-44.895290011274405,-61.24715968443111
-42.15128735931831,-60.25224631064287,-41.82021561350838,-63.00592335329216
-35.46391639658316,-56.53212521518568,-38.97121758422037,-60.12267906146701
-41.72533360214851,-58.105369163411986,-36.76320873945226,-61.705520319436985
-38.228562564962075,-57.462323183152435,-42.34511128607603,-62.498273417119435
-39.607209388602925,-56.367746332188425,-46.33005833215062,-62.45636798770204
-38.518311075413926,-54.900490816536305,-48.26931073651433,-60.494843360868636
-38.16625012310498,-55.268269243944616,-50.317910622939706,-62.16478804872914
-35.88810953361528,-51.024674347188366,-40.884143038919746,-56.13787241332805
-46.06371706123688,-59.56162081575197,-44.57223422907597,-59.148404032764844
-44.87991261527586,-59.667508658965005,-47.41457610577362,-59.304781575297966
-47.354519488749325,-59.66430683131237,-48.36525440632496,-59.54680079509443
-46.51982456700159,-59.69161766708798,-48.263945851611865,-59.30145647305463
-45.198879964715815,-59.56761728037496,-47.033725715207424,-59.70765570716485
-46.95199492045247,-59.4785186585507,-48.74967921296678,-59.93173036143445
-46.79407924008334,-59.88804643338388,-46.8960270992984,-59.63304655298686
-42.194144364084224,-59.59137295967558,-47.94344166741376,-59.53299459116188
-41.28880146393165,-57.671837928282656,-48.198692967037005,-59.585035844307946
-46.13276585002525,-59.815887974567744,-45.16527150574173,-59.48054530716657
-40.51900179106127,-57.386926006181355,-45.16008770693503,-59.28168913275336
-40.114980453509624,-57.279772095132756,-45.403082422574926,-59.40065423944597
-40.205362752739866,-56.41789379699461,-48.11168923660791,-59.058385952307205
-41.915168367356046,-56.42044867009407,-48.6983861291572,-59.94208925354212
-31.709054981808812,-52.46565339282842,-46.34753632434588,-59.166309232225274
-35.34252341834151,-53.68743389111981,-45.263067307275776,-59.61795443417533
-34.90542263322746,-53.254304696278645,-47.71200171464345,-60.112775306416026
-34.5070107970797,-52.76672947584353,-49.044161641675046,-59.66497601067041
-33.40828503816911,-53.51425400944951,-48.29493090384282,-60.65357831783321
-32.98901598312414,-51.80698594531725,-48.41243421325438,-59.15001691940671
-37.20195703825918,-54.30407413344955,-46.35719083300899,-59.14057746104463
-33.32816960634283,-52.06734061640107,-46.75958511618245,-59.61234970564051
-36.95163483580157,-54.36387004433306,-48.110872309157216,-59.06865898346556
-37.57019174791671,-56.961053478920476,-48.06879100550841,-59.19517620672012
-32.97645885461244,-52.66129596259505,-48.993402049348155,-59.85348036486456
-35.01154909223993,-52.95550429087402,-48.605935090522145,-59.366361087699495
-32.61622981249508,-51.87197129601972,-49.444336686600394,-60.289424567554015
-27.384970628995447,-47.35984940927825,-43.1603344902652,-58.36778364537561
-33.39675292636384,-51.38347587062415,-40.90395830451192,-58.8644966329748
-41.198482805268874,-58.83162288247037,-49.000514122642244,-59.709951731606495
-31.086889346455067,-49.53245666815433,-44.51186606101512,-59.59730981299753
-34.00112822846677,-50.9912654949407,-48.49958001629777,-59.94724278948178
-33.53928558600358,-50.09035225827362,-44.56643799831034,-59.03812945822508
-32.935202372654935,-51.853014691874826,-48.34544315797846,-59.56225817821508
-30.797945399978115,-50.28192157131055,-47.42894957812878,-59.84877451570347
-31.02109943691117,-50.16934448509909,-46.605493662002786,-59.85534243130491
-32.62368527058927,-51.25950069378716,-47.03813449190662,-59.7951961209902
-27.307185492415318,-45.89023170682397,-48.11300834367035,-59.50026135091691
-34.901069687919296,-52.98359602354136,-44.58185725193086,-59.081095528693695
-47.19389511017745,-59.19511565442778,-37.7211022363561,-58.30702957922874
-36.145970790385974,-58.593811686198094,-44.77279139116301,-59.15162901835145
-44.68867247581596,-59.18775712346076,-40.669884203710666,-58.462468046635834
-45.77770729481781,-59.24244999179454,-45.57208728270013,-59.0007769997078
-40.84580471878218,-59.01349396942204,-38.311367082291184,-58.020810566011036
-47.11919615684158,-59.58056467203914,-48.88657463441529,-60.04063265271553
-28.080706082274208,-56.47755766220644,-41.62626478304372,-58.91058152656263
-42.30529532951913,-58.91094824836101,-44.62570293049082,-58.7909615649015
-38.29871592973,-56.480822408715966,-46.75204317470065,-59.48493318253923
-28.738985043632155,-55.509592678399414,-41.712232231489196,-59.24987071594265
-43.2852980984234,-57.64208716118475,-43.51471024129329,-58.898782447606244
-39.66494701290336,-57.14397869220552,-48.629922465610875,-58.994206808695246
-35.28992154660421,-53.72018705228492,-43.105519705028776,-58.846802062598
-37.66906194915642,-56.26027544432279,-47.605831885397905,-59.29366379767069
-34.2375414594989,-48.789577512102404,-45.42816167175289,-58.55442420326646
-37.41566091359005,-53.68547079173062,-44.08493868023196,-58.69069199177073
-36.790858419629146,-54.38677999731385,-47.778898517252685,-59.431321970950926
-40.20860327394276,-56.2475346005733,-47.82996948637419,-59.26619756782856
-37.81833637648878,-56.373499281877855,-49.01333085891545,-59.860819715136046
-36.77287920773706,-55.058452525289816,-29.408113627204866,-53.73818765208497
-30.11837587135064,-46.801602686590826,-36.783856098943986,-56.91159213405161
-38.85534308849129,-55.00986697295134,-43.254842561309275,-58.878795084466915
-39.03844800380308,-54.236803673329064,-45.037471840994606,-58.950886726908685
-36.40621956035274,-51.43130498146445,-46.88730043051403,-58.9338855790031
-33.310181389037176,-52.160412360954716,-48.29496764574314,-59.129942874176116
-35.66234426713345,-51.617890689248476,-45.62892537595809,-58.9329464323741
-33.09863950632315,-49.884159282210334,-48.75342875031003,-59.986599109293046
-34.13505249795971,-51.3716595996026,-47.57802472662395,-59.635686073415535
-31.79316056158216,-47.726585477463814,-44.50555573170704,-58.43622280231021
-32.99931003241019,-49.63170930690016,-45.167554007344116,-59.50314783309476
-31.37543118177632,-51.02079843475336,-45.60998048768244,-59.31679097029666
-36.403117755705146,-53.96351342187081,-45.415709824485916,-58.793264937303675
-39.15368540358729,-58.567676317609916,-44.32454372723696,-58.14575585143583
-40.165207311566576,-58.387448755148355,-45.98468519503332,-58.98562615505586
-41.35203146902856,-58.71235008086431,-48.62736452529504,-59.160719727563475
-41.0760531178693,-58.06122274331955,-48.07590495290153,-59.891863704562276
-38.98555227068415,-58.33657948677674,-41.017432746616734,-58.159048919343064
-44.43868258816765,-57.698249150643974,-48.8985152619382,-58.879193888316266
-42.876918648337785,-58.09632249853038,-44.325848419610054,-58.33492319611297
-35.99903590468321,-51.96913719314226,-40.01161384977108,-56.84449126309169
-36.44144489730766,-56.65379289462968,-47.594187148912674,-58.91305864690747
-41.90793362911307,-57.511923257147934,-40.70556992092737,-57.548865637852494
-42.129417858261306,-57.255245473447474,-38.68470499978467,-56.97205415007494
-39.131278579986514,-56.24303990262288,-46.65011138024961,-58.66544176640233
-36.74310565307815,-56.22582728049575,-44.034462810168435,-58.0029487687512
-38.87303148952955,-54.926700553589654,-42.62558633061119,-57.997845063192
-35.736441551715,-53.5237733298778,-46.9597422095694,-59.17667972744469
-37.872382515874875,-54.53379722306836,-41.742241184362044,-58.137344911075
-38.074313860045834,-54.30997081424883,-46.32562750222539,-58.625773871542336
-36.16290870667611,-52.86261893631596,-42.06512021046344,-58.06163748975283
-35.233861870124045,-51.90878743812541,-37.366573035104075,-56.38167486523639
-36.21971465929771,-53.478992942561376,-44.70977799967105,-58.22574961495781
-27.902663620663667,-51.26110703345254,-47.6072077065743,-59.08756423827991
-33.53763920674861,-52.345247360146814,-45.1215263599331,-58.46756077722765
-34.45320222123356,-52.460621148425815,-43.799174924544495,-58.557858841233916
-34.66637108411559,-52.95114991975915,-38.40721754521483,-57.417816674255555
-37.05273086488147,-54.62363856592327,-43.398209407325474,-58.26709742049508
-43.52544794256446,-60.40891044258258,-44.85524633735305,-59.72545826164355
-47.77681218612605,-61.753465024426816,-52.009799882489844,-64.09845761433797
-46.552786666783454,-62.34255766523232,-51.433301091027786,-63.49630189811184
-45.0721966283451,-63.31872961210885,-54.03617683547945,-65.46433384200645
-47.610995060988515,-63.891792916608956,-48.01165442429857,-63.45225304361364
-50.94959231974826,-64.80888871583804,-54.97577348663648,-66.26993169813063
-49.97352377596602,-64.50373632574232,-54.502440273342366,-65.7651038717136
-52.37677762888148,-64.43991923753688,-55.74843871719901,-66.06911027261124
-52.97488970549391,-65.35719140718486,-55.36520354246306,-66.0712752678309
-50.25945657175917,-65.10704141971466,-52.88839391470495,-65.41145653463111
-53.753927879484905,-66.03701895951019,-56.65513740719817,-67.39076838303839
-50.5434239553393,-64.54066633390786,-56.877035885128336,-67.39225328772483
-50.01721310792707,-64.36141951891783,-53.83022388801113,-66.561916636833
-51.8064141534878,-65.03854359442684,-49.42688216439129,-62.50223669239154
-51.87927894079962,-64.3853051669126,-53.55885713661054,-65.43386009557184
-50.65076599865443,-63.277290439823204,-52.69772971613889,-63.59667707644168
-51.03165721093498,-62.385877627068005,-51.65969209529707,-62.77459026485178
-50.60817246016973,-62.87628144817567,-52.40627681861332,-63.0583540603903
-48.22284804085291,-62.35978250068803,-45.00397476105156,-60.41507514766003
-49.78054696299607,-62.47709864287499,-50.32202370601869,-63.08690210818216
-36.46120106906765,-55.310578317091085,-41.52774245522409,-58.662929242426316
-39.453668421032944,-59.77642225528718,-25.816338900946185,-45.70515347322307
-49.82287268003361,-62.63961224951966,-49.02374214496591,-61.0781755481659
-47.91409950558186,-62.08279979279404,-50.68061396197707,-61.52929866382749
-49.99874292544589,-62.50992961060882,-52.19822879125293,-63.159932539254086
-51.94268571842579,-63.138993951909285,-50.03294789890646,-61.23838071783537
-50.64121612181452,-62.65924160434409,-49.45262755369142,-63.79403573312898
-48.95813776554,-62.269992928573295,-45.744023379705574,-62.52985896855002
-52.364190083059434,-63.50168207550223,-49.84315832374399,-63.58238975978416
-48.93450251389141,-62.41242098326701,-50.985178768931156,-62.23976524216252
-48.21833844676652,-62.61032488889558,-49.4752536774846,-62.07153273034386
-42.094044478729074,-60.54647614525155,-49.86822256569965,-62.51199050027459
-44.73734023361895,-60.74246934959655,-52.835490882457286,-63.547883950266126
-47.785861583129474,-62.24506231468955,-52.22250297732955,-62.956908742171734
-40.60312113509477,-58.86267961039084,-50.597726122261065,-63.94732062716603
-40.470162447385235,-58.5474625539895,-50.75534643615783,-62.64408309736182
-40.76302950127332,-58.16839035153511,-52.660366230357916,-63.832207466544816
-34.98169801591662,-59.44941561850258,-52.391185958771764,-63.16469461934411
-38.32539646156093,-58.51928884988073,-48.48481496180973,-60.96022027524814
-38.787924554500236,-58.172270927790535,-50.0545300084169,-62.12620035007794
-42.605011971666855,-60.69750380976928,-47.18775439516154,-61.64815602788944
-52.52585125976948,-63.95470743663754,-52.029377314632896,-63.600594983929426
-38.80613259628809,-53.685486358063734,-38.23812393017327,-53.67739393398389
-35.05680601701151,-53.35601773623006,-36.009644191287784,-51.48485536814636
-52.013787304797845,-63.311724954879445,-53.11081238753943,-63.553014900921426
-51.62830851658414,-63.34141663447711,-51.25954693582939,-62.56752064987357
-49.434863852586524,-62.00766196437808,-51.07161164359778,-62.80523360173362
-39.318953717910176,-54.18265707421928,-39.36865521587384,-53.4043042206173
-48.889647768531866,-62.93089656453106,-52.29273106931551,-62.74687002921059
-50.33638145198643,-63.36927441019782,-52.407998801032974,-63.331582810643
-35.19011152330932,-52.857696684552984,-37.02951679830576,-49.400599211264776
-47.410163846975124,-62.90627542380585,-51.77651785096087,-63.70970837707265
-46.847347372834776,-62.13282039138453,-46.817113860163474,-62.270363567090364
-43.31384441910488,-60.82577667752069,-53.327113105714766,-63.78981185729301
-36.94268466049317,-52.874068781977954,-35.14188989621117,-48.56826187386585
-43.18175546596238,-59.69670826598058,-52.68346687835171,-63.578004688479496
-46.88611884286959,-62.63724367841413,-46.00288563490615,-62.00446439422265
-28.729492068948645,-48.30722344057186,-49.9348415071124,-62.57249712315219
-42.80486554489413,-58.39927431365033,-51.96486022648696,-63.60316315931159
-42.62902116907402,-59.75428266316699,-53.745894508036955,-65.06742638537202
-39.94120807963484,-57.46407301828491,-51.44502395560984,-63.9969764220196
-35.33700951195924,-51.75728823533042,-51.330893441760175,-63.95758578079789
-36.90170871779248,-54.94216393755512,-50.6503887024514,-63.67931489252218
-24.26798190452034,-43.11636385402589,-52.73629020793383,-63.98616633898619
-29.77905088950009,-47.8185444713541,-49.16405238031886,-60.35543297331162
-23.476578481746184,-44.370597030158706,-47.60126272208932,-62.02144646119649
-35.31463683366957,-52.672708195586814,-45.50315521316136,-58.61573698492582
-35.65030191281065,-52.75010693477982,-51.565450941969566,-64.1225122893042
-31.738945681842846,-52.02772226313926,-49.99464669861706,-62.259771043464525
-32.79169832600714,-51.6029635637723,-45.30804752026075,-59.56436551785936
-32.30296695342129,-50.84758504780049,-46.37275674734285,-62.454958706175965
-32.00504366600596,-50.074164475939696,-52.423379545563016,-63.668625159429794
-35.11506714498592,-52.31426775770671,-41.954446707311064,-57.36419404699668
-31.799739025668035,-51.182316862753936,-45.571330982422694,-59.048741984408046
-33.58310143985864,-50.902222639603565,-51.204726280909526,-63.504644884670526
-32.29113213851212,-49.07787806799857,-45.08106662662993,-61.21490131852069
-23.115354037805787,-43.83725964817351,-51.27608778670798,-63.420018416584654
-30.92775209715778,-50.410698961652315,-45.353394762072305,-59.30381048417341
-51.41340295523342,-64.79873656193477,-51.72349497901475,-63.99164415667638
-53.7436275603623,-64.57271580145706,-51.85158669014109,-63.50769464934015
-39.17281840945342,-55.19316620732539,-40.47047216264659,-52.61715501495405
-53.57962513688964,-64.54445138631033,-54.73054173189948,-64.86289710186986
-52.893478287363706,-64.69201398641135,-53.12874149484923,-64.46384310498613
-52.47868877695683,-64.67514439361196,-54.8237185678073,-64.87560125579427
-40.5489602163098,-56.14810711023172,-52.9498783558969,-63.92307277587882
-51.61665445272736,-63.71514921664399,-53.63061978813906,-64.34825363569493
-35.82101348776839,-53.508173528874735,-53.552706491231106,-63.97731902782155
-39.18381445712393,-56.359301851156644,-40.66848643028872,-57.739786281878544
-40.84854755807916,-58.09623750619522,-38.99836012507923,-55.55648986526394
-39.745729570958815,-56.8295756485406,-53.146702630782805,-63.44607858472537
-39.20925729021008,-57.09417608420682,-40.59987884905376,-55.358670064752566
-37.92411746480177,-55.198838937099595,-38.42447130605321,-55.743796847211435
-45.59493037358261,-63.04577941888853,-52.53858629885347,-64.25498857240122
-49.0020008695243,-63.4987168119872,-53.94448598146104,-64.86442676135161
-50.427119550091994,-64.28884494501168,-51.240616972439156,-63.941531376128154
-40.74268284625049,-57.42901888242035,-54.24275419692837,-64.64662996417178
-40.006460895429356,-56.74831975118955,-41.064479359903515,-53.58101210369998
-45.641739342429304,-62.902041930707504,-52.703585556865534,-63.630014873530165
-46.977464454172534,-62.39262670935976,-53.6132491171157,-65.171570399412
-41.02290557907018,-60.34317910847595,-37.471892466854015,-55.67119204026655
-39.869240600122694,-58.930349575338006,-53.060405496373505,-64.02054829374414
-35.80505403182599,-53.89285774050866,-35.60425527078109,-47.72244427709947
-35.73675644429774,-54.65605259680474,-39.83690808683111,-52.53718146757279
-37.548827326509084,-57.41347691059602,-42.77549406265958,-58.745700522126484
-35.32345473856496,-55.39064402830908,-42.812816186585884,-55.26906411706871
-39.96900179524752,-55.911825617735154,-39.84393266368768,-53.35308290315836
-39.15210633576213,-57.594872117764304,-38.380758172594085,-52.47904635151669
-47.31749296302415,-62.37089283599567,-51.60049304161478,-63.68455596927373
-46.24011588398218,-61.92912562138751,-53.44927578576539,-64.39662958026773
-43.443356783960326,-62.27191916482083,-51.75468431652371,-64.46628472236677
-45.570120375161274,-61.270201162997,-52.68297744975931,-64.96524815705665
-37.45472974304385,-52.27988482288296,-53.05223734359967,-63.84423770790463
-42.9917764671892,-60.218132308988885,-39.34823423830287,-53.475255074847894
-47.7155415666418,-62.8641051721057,-52.394753794732054,-64.15507413465997
-44.10917056219729,-63.09401602982972,-39.23099106132493,-61.76917553706858
-41.85973637435616,-58.80229053995148,-51.01789322343272,-64.22253551382039
-41.25021215761896,-58.69128129286284,-53.49834369280564,-64.8047984487481
-38.587250071544624,-53.27231241646918,-52.32144787314334,-64.09543992533854
-48.70532113663222,-63.59036071017067,-54.12504182312019,-64.38122083585628
-47.032555610175166,-62.778867615894725,-49.91206685301883,-62.72041136627376
-51.92097322779124,-63.90562898667053,-25.370734044746833,-50.111323584330236
-49.900208069365426,-62.67502883642754,-44.3879249746296,-63.43564581026905
-49.31882454553636,-63.22497800252626,-52.36393077546676,-64.92692790444156
-48.83793200123851,-61.35941824688797,-49.87365760688248,-62.55950545266404
-49.33753820051586,-62.89416657901127,-52.07272469537302,-64.31273936136203
-45.5089161363101,-62.11335481301772,-53.257000593180884,-64.256705835073
-45.12856912997898,-62.18542837173463,-39.31896895051699,-60.995499452542106
-40.02913402601715,-55.97822301026136,-43.84740064826051,-57.83887972089741
-44.25922460023246,-60.63242221309938,-52.02203497298986,-64.1488110205944
-47.51843841721523,-61.76723897771269,-51.961617856844235,-64.34752104621299
-42.17299688822105,-60.51917405935463,-41.3888205320233,-61.42413953123341
-49.70692095027382,-63.64557476835326,-54.44777993846383,-64.6108826662182
-48.0383941241903,-62.73219167124016,-52.884140469142125,-64.07524332520786
-48.78381377733334,-63.34683575635861,-53.16141507357315,-64.55780086415233
-34.54353415469986,-52.32677350323211,-47.237812570961864,-63.44404059581655
-49.95742747136568,-62.88654803232396,-40.34368561899065,-54.874574502061854
-46.44738044660818,-61.898762421799276,-53.93385319994518,-64.60448488990376
-45.001387135807235,-60.83731074746666,-53.35637109522496,-64.26815136674838
-44.58609126771023,-62.01853512924206,-53.718698659213366,-64.4726093376042
-45.82069099699507,-62.1375678094865,-53.91792563060136,-64.34750767524125
-32.707678312416235,-51.71227715474271,-37.05444023355062,-49.523819963684616
-49.95906833090116,-62.830969020043355,-38.73116171142055,-52.72516019943559
-42.49580748421426,-61.43626281158757,-54.15340006810105,-64.34973741450833
-45.84980039777297,-61.164078614365906,-45.5825319455157,-64.53628958276379
-35.385274136753,-52.98039859468385,-40.742077163663154,-55.93797133632707
-47.28693949929224,-61.63101788653123,-36.947242500324705,-50.42970571777228
-50.1435935012642,-63.37980120412648,-47.730758402889,-64.39982955235453
-42.04117012418253,-61.75168658900943,-54.28423676853792,-64.71599318654933
-49.138695273534296,-62.613014440635666,-44.1660080210713,-63.98319934901885
-37.85512980935665,-53.96267009629858,-51.34002818568529,-63.19296973127031
-33.72562425584563,-52.00209590328181,-48.7937727297722,-63.789516892470495
-45.25713682727965,-62.72491432669037,-54.78382821266376,-64.84771995674224
-48.267914715009056,-62.239363729409654,-54.10365819180643,-65.12180274241729
-51.325493549712235,-63.6361773279245,-52.46675514179985,-63.384756511937475
-52.58760528577608,-64.5435393658477,-54.184367504917155,-64.70317208314022
-52.408020439506124,-64.15787277684652,-52.60278084388563,-64.04010590456687
-42.03319285854587,-58.621797875736576,-53.35487527680553,-64.23378458173791
-35.886726986380985,-53.37700250289352,-38.7147636078788,-52.6109063143048
-44.46235554052792,-60.263279584381515,-48.35967112689122,-64.21654484538163
-39.31091315794368,-59.07283854710329,-43.184755946720294,-56.12540522020016
-42.98037229610965,-60.257942020267414,-39.186486464185926,-58.89300085830552
-38.67252745974205,-56.2384672900737,-44.10129070327237,-56.228721333587536
-51.47416813234196,-64.86098921454803,-53.96377473756046,-66.22083596715615
-50.35353466002923,-63.32182010041911,-54.70942843266183,-65.29960705360135
-50.647583549750564,-63.87837879042464,-53.97934961073722,-64.72270274668875
-46.58959620286913,-62.35699800835751,-54.68503356429587,-65.36342758573207
-51.72348925744114,-64.11950924861023,-54.478230002299554,-64.64451797028931
-37.410972141070644,-58.235818360357385,-54.55669921284117,-65.9260302282793
-36.1871158991002,-54.59032297653731,-52.79241750034538,-63.63262718330641
-41.77900011110136,-58.182723218264485,-45.34647279818573,-58.07318550327808
-36.97988382630182,-53.659916834757226,-49.9332038271782,-63.039466968039726
-39.945261582607664,-56.18886376187301,-48.49019296577882,-62.61221311891617
-45.66510749020749,-62.03942871732001,-55.15611537185879,-65.82598771188968
-48.23737351393425,-63.89896565456246,-49.78878118037406,-62.191006445612665
-47.478514474417,-64.28397793075173,-54.83970754848813,-65.42640844254225
-39.071932288608934,-56.37641562765042,-50.00588259313024,-64.5256514727791
-42.241910386122484,-60.05552612748776,-55.10747274469754,-66.54763948297222
-41.420959760048895,-60.64430682619958,-54.865405317721454,-65.58387219466016
-38.972987870460244,-58.62864432759131,-54.62633801222762,-65.54306078366766
-43.398960776494526,-61.09815205734701,-52.45763455090619,-65.09404506366795
-42.90674922820878,-60.144693706999234,-55.552978107468654,-65.51283224476448
-43.2858469389591,-60.75157355868717,-54.16453599820435,-65.0537122481692
-40.81611304154667,-57.084510445165975,-47.4722535642163,-60.644863202676824
-44.52410931019979,-60.57971859044689,-52.48551791867274,-64.62087092326665
-39.24717810906071,-57.19206370960177,-51.21665413090926,-63.91124758061879
-37.53776609650963,-54.73628918226203,-53.55638322022579,-64.33586275709924
-43.198339430439106,-59.83920189081882,-54.43420476888039,-64.86990736455652
-41.23248159149612,-59.072158928954906,-52.64063730692888,-64.46039412660991
-41.62701639919197,-59.65552974747283,-50.09326283093038,-62.88451999088461
-42.41334764518698,-58.63582516328472,-52.12059498225777,-64.37294459200137
-43.10830771532587,-58.63936624217623,-51.44204001576242,-63.988086497447696
-40.267587818296434,-59.43558241151532,-54.148401033972135,-65.57760059877123
-42.51512621502567,-59.734048090461,-51.179274117937716,-64.75315389153893
-44.08498526628026,-60.384685584518365,-54.368672063301474,-64.85961624178115
-40.751834915040405,-57.61442028993507,-51.84157684044722,-64.1377836621828
-41.43104326984215,-56.921252126424804,-54.6961049438276,-65.02403071704477
-35.914724836378234,-56.08343519590829,-53.55755416043103,-64.61627899413658
-43.213472979140306,-61.769556605882634,-53.2629106070107,-64.23485029692318
-39.10818692264548,-53.565330637122024,-51.077305886751994,-62.65456555840004
-47.841602303268296,-62.75892183856832,-53.25041901368191,-64.7690174487262
-51.47553808679825,-65.6351275704199,-55.353197469063446,-65.15878017821215
-47.79259496268266,-63.70856470825767,-52.66625596232261,-64.39548653422192
-52.537133669942264,-65.14834142841933,-48.3882924125259,-62.91525189189212
-50.41510674705669,-64.84858051280726,-50.78230445502455,-64.54619411792731
-49.93784827417335,-64.72957976564437,-53.18178883999284,-65.83269369468799
-40.49959579039601,-62.71479092702336,-45.9615857300075,-61.63649574973513
-46.730727245629915,-62.91771174603922,-51.41952547028897,-63.76321424693227
-48.056908288027,-63.86903282699286,-50.10193989274924,-64.26211348631801
-44.69627127339052,-61.54896166475006,-48.61226609667444,-63.06179418981145
-42.47111020862999,-62.17535512121245,-53.58211402308652,-65.3245033274427
-46.561063828670754,-61.065988468888904,-49.33466138207174,-64.71400573401107
-47.21459598346539,-62.41034949807453,-51.74196755474934,-65.07153661932921
-44.229409811544954,-61.36471473709946,-48.36564586611342,-63.54606437330747
-34.45855092319654,-53.780702637198004,-48.875732548180686,-62.29661794411264
-39.5200903405313,-58.051278541628875,-43.497405684782635,-60.831179854390385
-34.05581066524766,-53.98682507307494,-51.86380392007656,-65.41121047040664
-40.61735059774417,-58.65657387339439,-47.12675980643081,-63.46794938716285
-37.91692476056499,-59.65859730009319,-43.749601693700804,-63.41996418132484
-46.835215275340296,-62.267314221742424,-50.61186528263004,-63.516780542377596
